CODIGOMATERIA,CLASIFMATERIA,MATERIA,ANIO,TERMINO,DIFICULTAD
ICF00737,G,FÍSICA CONCEPTUAL,2013,1S,"6,56"
ICF01099,G,FÍSICA A,2013,1S,"5,18"
ICF01107,G,LABORATORIO DE FÍSICA A,2013,1S,"6,78"
ICF01115,G,FÍSICA B,2013,1S,"6,13"
ICF01123,G,LABORATORIO DE FÍSICA B,2013,1S,"7,47"
ICF01131,G,FÍSICA C,2013,1S,"5,43"
ICF01149,G,LABORATORIO DE FÍSICA C,2013,1S,"7,46"
ICF01156,G,FÍSICA D,2013,1S,"6,22"
ICF01164,G,LABORATORIO DE FÍSICA D,2013,1S,"7,37"
ICHE00398,G,LEGISLACIÓN  Y POLÍTICA PETROLERA,2013,1S,"7,70"
ICHE00448,G,ADMINISTRACIÓN DE EMPRESAS,2013,1S,"7,45"
ICHE00604,G,MACROECONOMÍA,2013,1S,"7,29"
ICHE00612,G,INGENIERÍA ECONÓMICA,2013,1S,"7,06"
ICHE00877,G,"TÉCNICAS DE EXPRESIÓN ORAL, ESCRITA E INVESTIGACIÓN",2013,1S,"7,82"
ICHE00893,G,MICROECONOMÍA,2013,1S,"7,02"
ICHE00927,G,MARCO LEGAL DE LA EMPRESA,2013,1S,"7,92"
ICHE01040,G,TEORÍA DEL ARTE,2013,1S,"8,30"
ICHE01057,G,HISTORIA Y FILOSOFÍA DE LA CIENCIA,2013,1S,"7,83"
ICHE01065,G,ÉTICA Y COMPORTAMIENTO ORGANIZACIONAL,2013,1S,"7,44"
ICHE01123,G,FINANZAS INTERNACIONALES,2013,1S,"7,85"
ICHE01222,G,CONTABILIDAD,2013,1S,"7,13"
ICHE01370,G,ECONOMÍA PARA ACUICULTURA,2013,1S,"6,28"
ICHE01420,G,ADMINISTRACIÓN DE RECURSOS HUMANOS,2013,1S,"7,83"
ICHE01438,G,MICROECONOMÍA I,2013,1S,"6,29"
ICHE01487,G,MICROECONOMÍA II,2013,1S,"6,84"
ICHE01495,G,CUENTAS NACIONALES,2013,1S,"7,25"
ICHE01537,G,MACROECONOMÍA I,2013,1S,"6,71"
ICHE01545,G,FUNDAMENTOS DE MERCADEO,2013,1S,"8,05"
ICHE01560,G,MACROECONOMÍA II,2013,1S,"7,10"
ICHE01636,G,POLIT.ECON.Y TEOR.BIENESTAR,2014,1S,"7,66"
ICHE01651,G,HISTORIA Y CIENCIAS POLÍTICAS,2015,1S,"7,99"
ICHE01669,G,MERCADO DE VALORES,2013,1S,"7,59"
ICHE01677,G,ECONOMÍA INTERNACIONAL,2013,1S,"7,60"
ICHE01693,G,ADMINISTRACIÓN,2013,1S,"7,53"
ICHE01743,G,SOCIOECONOMIA,2013,1S,"7,21"
ICHE01966,G,CONTABILIDAD DE COSTOS,2013,1S,"7,10"
ICHE01974,G,ECONOMETRÍA I,2013,1S,"5,71"
ICHE01982,G,FINANZAS I,2013,1S,"7,36"
ICHE01990,G,GERENCIA DE LA CALIDAD TOTAL,2013,1S,"7,40"
ICHE02006,G,FINANZAS II,2013,1S,"7,28"
ICHE02014,G,COMPORTAMIENTO DEL CONSUMIDOR,2013,1S,"8,18"
ICHE02022,G,MARKETING SERVICIO,2013,1S,"8,39"
ICHE02030,G,ADMINISTRACIÓN DE VENTAS,2013,1S,"8,76"
ICHE02055,G,FINANZAS CORPORATIVAS,2013,1S,"7,35"
ICHE02097,G,FORMULACIÓN Y EVALUACIÓN DE PROYECTOS I,2013,1S,"7,86"
ICHE02139,G,INGENIERÍA FINANCIERA,2013,1S,"7,58"
ICHE02147,G,ECONOMETRIA II,2013,1S,"7,18"
ICHE02196,G,ADMINISTRACIÓN PÚBLICA,2015,1S,"8,03"
ICHE02238,G,MÉTODOS CUANTITATIVOS I,2013,1S,"6,31"
ICHE02246,G,MÉTODOS CUANTITATIVOS II,2013,1S,"6,42"
ICHE02295,G,ECONOMÍA DE MERCADOS Y REGULACIÓN,2013,1S,"7,14"
ICHE02303,G,SISTEMAS DE INFORMACIÓN GERENCIAL,2013,1S,"7,56"
ICHE02345,G,MÉTODOS CUANTITATIVOS III,2013,1S,"6,57"
ICHE02378,G,COMERCIO EXTERIOR,2013,1S,"7,67"
ICHE02444,G,FINANZAS I(IIT95),2013,1S,"6,33"
ICHE02451,G,FINANZAS II(IIT95),2013,1S,"6,73"
ICHE02469,G,CONTABILIDAD GENERAL,2013,1S,"6,38"
ICHE02477,G,CONTABILIDAD DE COSTOS,2014,1S,"7,14"
ICHE02550,G,MARKETING,2013,1S,"7,46"
ICHE02592,G,INVESTIGACIÓN DE MERCADO,2013,1S,"7,55"
ICHE02659,G,ADMINISTRACIÓN DE EMPRESAS Y RECURSOS HUMANOS,2013,1S,"7,43"
ICHE02667,G,INTRODUCCIÓN A LA MICROECONOMÍA,2013,1S,"7,04"
ICHE02675,G,INGENIERÍA ECONÓMICA I,2013,1S,"6,40"
ICHE02691,G,INTRODUCCIÓN A LA MACROECONOMÍA,2013,1S,"7,16"
ICHE02709,G,INGENIERÍA ECONÓMICA II,2013,1S,"7,00"
ICHE02725,G,GERENCIA DE OPERACIONES I,2013,1S,"7,08"
ICHE02758,G,ANÁLISIS E INVESTIGACIÓN DE MERCADOS,2013,1S,"7,70"
ICHE02766,G,GERENCIA DE MERCADEO,2013,1S,"8,38"
ICHE02899,G,BANCA E INSTITUCIONES FINANCIERAS,2013,1S,"7,74"
ICHE02956,G,DIRECCIÓN ESTRATÉGICA Y PRODUCTIVIDAD,2013,1S,"8,08"
ICHE02980,G,CONTABILIDAD GRAL. I (AUDIT.),2013,1S,"7,12"
ICHE03038,G,CONTABILIDAD GRAL. II (AUDIT.),2014,1S,"6,77"
ICHE03053,G,ADMINISTRACIÓN FINANCIERA (AUDIT.),2013,1S,"7,94"
ICHE03061,G,ADMINISTRACIÓN PRESUPUESTARIA (AUDIT.),2013,1S,"8,09"
ICHE03079,G,CONTABILIDAD GUBERNAMENTAL (AUDIT.),2013,1S,"7,88"
ICHE03319,G,INTERNATIONAL MARKETING,2013,1S,"7,28"
ICHE03541,G,EMPRENDIMIENTO E INNOVACIÓN TECNOLÓGICA,2013,1S,"7,99"
ICHE03608,G,CONTABILIDAD DE SIST. FINANCIEROS,2013,1S,"6,95"
ICHE03616,G,CONTABILIDAD GENERAL III (AUDIT.),2013,1S,"7,22"
ICHE03632,G,TEORÍA ECONÓMICA,2013,1S,"8,00"
ICHE03640,G,MACROECONOMÍA AVANZADA,2013,1S,"7,11"
ICHE03657,G,CONTABILIDAD I,2013,1S,"7,42"
ICHE03665,G,CONTABILIDAD II,2013,1S,"7,26"
ICHE03681,G,COMPORTAMIENTO ORGANIZACIONAL,2013,1S,"7,98"
ICHE03699,G,DERECHO,2013,1S,"7,80"
ICHE03707,G,DANZA,2013,1S,"8,35"
ICHE03772,G,CONTABILIDAD I (TURISMO),2013,1S,"7,07"
ICHE03780,G,CONTABILIDAD II,2014,1S,"7,10"
ICHE03822,G,ECONOMÍA ESTADÍSTICA COMPUTARIZADA,2013,1S,"7,36"
ICHE03855,G,TRIBUTACIÓN,2013,1S,"8,14"
ICHE03889,G,FINANZAS APLICADAS,2013,1S,"7,66"
ICHE03897,G,CONTROL DE GESTIÓN,2013,1S,"7,74"
ICHE03905,G,GESTIÓN TRIBUTARIA,2013,1S,"7,95"
ICHE03913,G,SIMULACIÓN DE NEGOCIOS,2013,1S,"7,61"
ICHE03970,G,INTERNATIONAL BUSINESS,2013,1S,"7,41"
ICHE03988,G,MARKETING RESEARCH,2013,1S,"7,60"
ICHE03996,G,APPLIED MANAGEMENT,2013,1S,"8,04"
ICHE04002,G,MANAGEMENT INFORMATION SYSTEM,2014,1S,"8,51"
ICHE04010,G,GESTIÓN DE NEGOCIOS ELECTRÓNICOS,2014,1S,"8,37"
ICHE04044,G,INTERNATIONAL FINANCIAL MANAGEMENT,2013,1S,"7,41"
ICHE04176,G,RETAILING AND MERCHANDISING,2013,1S,"8,88"
ICHE04184,G,BENCHMARKING,2013,1S,"7,88"
ICHE04234,G,NEGOCIACIÓN,2013,1S,"7,92"
ICHE04317,G,ECONOMÍA AMBIENTAL,2015,1S,"6,65"
ICHE04358,G,CREATIVIDAD Y PENSAMIENTO LATERAL,2013,1S,"7,99"
ICHE04366,G,CONTABILIDAD DE NEGOCIOS,2013,1S,"7,53"
ICHE04432,G,MARKETING STRATEGY,2013,1S,"8,09"
ICHE04465,G,MEDIA STRATEGY & BTL,2013,1S,"8,50"
ICHE04481,G,BRANDING,2013,1S,"8,21"
ICHE04564,G,MARKETING POLÍTICO,2013,1S,"7,49"
ICHE04614,G,PUBLICIDAD,2013,1S,"8,50"
ICHE04655,G,SOCIOECONOMÍA DEL MUNDO CONTEMPORÁNEO,2013,1S,"7,53"
ICHE04663,G,RELACIONES PÚBLICAS,2013,1S,"8,54"
ICHE04671,G,MARKETING Y GESTIÓN EMPRESARIAL,2013,1S,"7,35"
ICHE04754,G,MÉTODOS ESTADÍSTICOS III,2013,1S,"7,12"
ICHE04762,G,MICROECONOMÍA III,2013,1S,"7,06"
ICHE04770,G,MACROECONOMÍA III,2013,1S,"7,67"
ICHE04788,G,MÉTODOS CUANTITATIVOS IV,2013,1S,"6,32"
ICHE04796,G,MÉTODOS ESTADÍSTICOS I,2013,1S,"6,39"
ICHE04804,G,MÉTODOS ESTADÍSTICOS II,2013,1S,"6,51"
ICHE04820,G,FINANZAS III,2013,1S,"7,60"
ICHE04838,G,MARKETING,2013,1S,"7,72"
ICHE04846,G,FORMULACIÓN Y EVALUACIÓN SOCIAL DE PROYECTOS,2013,1S,"7,73"
ICHE04853,G,COMUNICACIÓN Y PRESENTACIONES EFECTIVAS,2013,1S,"8,28"
ICHE04861,G,AUDITORÍA FINANCIERA EMPRESARIAL,2013,1S,"7,95"
ICHE04879,G,CASOS PRÁCTICOS DEL MARKETING,2013,1S,"8,66"
ICHE04887,G,BUSINESS STRATEGIES,2013,1S,"7,72"
ICHE04895,G,FRANCÉS DE NEGOCIOS,2013,1S,"7,21"
ICHE04903,G,FORMULACIÓN Y EVALUACIÓN DE PROYECTOS,2013,1S,"7,87"
ICHE04911,G,LOGÍSTICA Y TRANSPORTE,2013,1S,"7,01"
ICHE04929,G,COMERCIO INTERNACIONAL,2013,1S,"7,53"
ICHE04986,G,ANÁLISIS DE NEGOCIOS,2014,1S,"8,09"
ICM00158,G,ANÁLISIS NUMÉRICO,2013,1S,"5,85"
ICM00166,G,ESTADÍSTICA ,2013,1S,"5,51"
ICM00471,G,MATEMÁTICAS AVANZADAS,2013,1S,"6,48"
ICM00604,G,ÁLGEBRA LINEAL ,2013,1S,"5,24"
ICM00786,G,EXPRESIÓN GRÁFICA (B),2013,1S,"6,46"
ICM00794,G,FUNDAMENTOS DE COMPUTACIÓN,2013,1S,"5,76"
ICM00802,G,MATEMÁTICAS SUPERIORES,2013,1S,"5,73"
ICM00901,G,MATEMÁTICAS DISCRETAS,2013,1S,"6,26"
ICM00950,G,ESTADÍSTICA INFERENCIAL,2013,1S,"6,17"
ICM00976,G,ÁLGEBRA LINEAL,2013,1S,"5,96"
ICM00992,G,ESTADÍSTICA DESCRIPTIVA,2013,1S,"5,84"
ICM01040,G,ESTADÍSTICA (IIT95),2013,1S,"6,19"
ICM01123,G,ESTADÍSTICA MATEMÁTICA I,2013,1S,"5,75"
ICM01149,G,ANÁLISIS DE ALGORÍTMOS Y ESTRUCTURA DE DATOS,2013,1S,"6,33"
ICM01164,G,ESTADÍSTICA MATEMÁTICA II,2013,1S,"5,30"
ICM01172,G,INVESTIGACIÓN DE OPERACIONES I,2013,1S,"5,83"
ICM01255,G,INVESTIGACIÓN DE OPERACIONES II,2013,1S,"5,73"
ICM01263,G,MATEMÁTICAS FINANCIERAS,2013,1S,"5,90"
ICM01271,G,MATEMÁTICAS ACTUARIALES,2013,1S,"6,10"
ICM01297,G,DESARROLLO APLICACIONES COMPUTACIONALES,2016,1S,"6,49"
ICM01313,G,ESTADÍSTICA COMPUTACIONAL,2013,1S,"6,95"
ICM01321,G,SIMULACIÓN MATEMÁTICA,2013,1S,"6,90"
ICM01362,G,INGENIERÍA DE LA CALIDAD,2013,1S,"7,47"
ICM01396,G,MATEMÁTICAS III (IAL),2013,1S,"6,96"
ICM01420,G,PROCESOS ESTOCÁSTICOS,2013,1S,"6,45"
ICM01479,G,MATEMÁTICAS I,2013,1S,"5,51"
ICM01537,G,AUDITORÍA ADMINISTRATIVA,2013,1S,"7,85"
ICM01545,G,AUDITORÍA OPERACIONAL,2013,1S,"7,52"
ICM01610,G,AUDITORÍA FINANCIERA (AUDIT.),2013,1S,"7,93"
ICM01636,G,DERECHO MERCANTIL Y LABORAL (AUDIT.),2013,1S,"8,90"
ICM01727,G,ESTADÍSTICA ,2013,1S,"6,57"
ICM01768,G,MATEMÁTICAS I (IAL-IAGR-IAC),2013,1S,"6,67"
ICM01776,G,MATEMÁTICAS II (IAL-IAGR-IAC),2013,1S,"6,69"
ICM01842,G,AUDITORÍA Y CONTABILIDAD FORENSE,2013,1S,"8,42"
ICM01941,G,CÁLCULO DIFERENCIAL ,2013,1S,"5,65"
ICM01958,G,CÁLCULO INTEGRAL (2005),2013,1S,"6,17"
ICM01966,G,CÁLCULO DE VARIAS VARIABLES ,2013,1S,"5,90"
ICM01974,G,ECUACIONES DIFERENCIALES (2005),2013,1S,"5,66"
ICM01990,G,AUDITORÍA APLICAC.INFORMÁT.,2013,1S,"7,53"
ICM02022,G,AUDITORÍA TRIBUTARIA,2013,1S,"7,45"
ICM02048,G,DESARROLLO ORGANIZACIONAL,2013,1S,"7,57"
ICM02089,G,FORMULACIÓN Y GESTIÓN DE PROYECTOS,2013,1S,"7,84"
ICM02097,G,FUNDAMENTOS DE AUDITORÍA,2013,1S,"7,85"
ICM02105,G,GESTIÓN AMBIENTAL: ISO 14001,2013,1S,"8,79"
ICM02147,G,MATEMÁTICAS ACTUARIALES II,2013,1S,"7,04"
ICM02154,G,MÉTODOS CUANTITATIVOS I (AUDIT.),2013,1S,"5,05"
ICM02162,G,MÉTODOS CUANTITATIVOS II (AUDIT.),2013,1S,"6,71"
ICM02170,G,MÉTODOS CUANTITATIVOS III (AUDIT),2013,1S,"6,23"
ICM02188,G,MÉTODOS NUMÉRICOS (2005),2013,1S,"6,65"
ICM02196,G,MUESTREO Y DISEÑO DE CUESTIONARIOS,2013,1S,"7,12"
ICM02212,G,SERVICIO AL CLIENTE Y DERECHO INFORMÁTICO,2013,1S,"9,35"
ICM02246,G,INVESTIGACIÓN DE OPERACIONES ( AUDIT.),2013,1S,"6,96"
ICM02261,G,MATEMÁTICAS APLICADAS,2013,1S,"6,32"
ICM02287,G,MATEMÁTICAS I,2013,1S,"5,41"
ICM02303,G,TRATAMIENTO MULTIVARIADO DE DATOS,2013,1S,"7,11"
ICM02311,G,MEDIDA Y PROBABILIDAD(2005),2013,1S,"6,74"
ICM02337,G,DISEÑO DE EXPERIMENTOS(ICM 2005),2013,1S,"6,89"
ICM02345,G,PREDICCIÓN Y PRONÓSTICOS (2005),2013,1S,"6,77"
ICM02352,G,GEOESTADÍSTICA (ICM 2005),2013,1S,"7,29"
ICM02360,G,FUNDAMENTOS DE ANÁLISIS MULTIVARIADO,2013,1S,"7,43"
ICM02378,G,CONSULTORÍA DE PROYECTOS (2005),2013,1S,"7,12"
ICM02386,G,ANÁLISIS ORIENTADA A OBJETOS (ICM 2005),2013,1S,"7,73"
ICM02402,G,SISTEMAS ADMINISTRATIVOS FINANCIEROS (2005),2013,1S,"7,33"
ICM02410,G,BASE DE DATOS PARA AUDITORES (2005),2013,1S,"6,89"
ICM02444,G,LOGÍSTICA I,2013,1S,"6,98"
ICM02451,G,TRANSPORTE TERRESTRE,2013,1S,"7,61"
ICM02469,G,TECNOLOGÍAS DE INFORMACIÓN,2013,1S,"7,14"
ICM02477,G,MODELIZACIÓN Y GESTIÓN TRANSPORTE Y FLOTAS,2013,1S,"6,30"
ICM02485,G,TRANSPORTE AÉREO,2013,1S,"7,48"
ICM02493,G,TRANSPORTE MARÍTIMO (2005),2013,1S,"7,04"
ICM02501,G,BASE DE DATOS I (ICM 2005),2013,1S,"6,25"
ICM02519,G,"OPTIMIZACIÓN, COMBINATORIA Y GRAFOS",2013,1S,"6,37"
ICM02527,G,METAHEURÍSTICAS Y REDES NEURONALES,2013,1S,"6,98"
ICM02535,G,TECNOLOGÍAS DE APOYO A LA LOGÍSTICA,2013,1S,"7,62"
ICM02543,G,MODELOS AVANZADOS EN TRANSPORTE,2013,1S,"6,39"
ICM02550,G,TÉCNICAS DE NEGOCIACIÓN INTERNACIONAL,2013,1S,"7,25"
ICM02568,G,OPERADOR LOGÍSTICO,2013,1S,"7,70"
ICM02584,G,TEORÍA DE JUEGOS Y SUS APLICACIONES,2013,1S,"7,03"
ICM02592,G,LOGÍSTICA INTERNACIONAL Y ADUANA,2013,1S,"7,97"
ICM02626,G,ESTADÍSTICA PARA CIENCIA POLÍTICA,2014,1S,"8,30"
ICM02634,G,CADENAS DE ABASTECIMIENTO: E-BUSINESS,2016,1S,"8,13"
ICM02691,G,LOGÍSTICA EN SERVICIOS,2013,1S,"6,94"
ICM02709,G,LOGÍSTICA EN REVERSA,2013,1S,"7,91"
ICM02766,G,INTRODUCCIÓN A LOS SEGUROS,2013,1S,"8,27"
ICM02840,G,CONTABILIDAD DE COSTOS II,2013,1S,"7,98"
ICM02857,G,TÉCNICAS DE MUESTREO Y ANÁLISIS MULTIVARIADO,2013,1S,"7,63"
ICM02865,G,DERECHO TRIBUTARIO,2013,1S,"7,83"
ICM02873,G,ADMINISTRACIÓN FINANCIERA II,2013,1S,"8,37"
ICM02881,G,CONTABILIDAD ESPECIAL,2013,1S,"7,15"
ICM02899,G,INGENIERÍA EN CONTROL DE GESTIÓN,2013,1S,"9,33"
ICM02907,G,AUDITORÍA FINANCIERA II,2013,1S,"8,03"
ICM02915,G,CONTABILIDAD AVANZADA,2013,1S,"6,98"
ICM02931,G,DESARROLLO DE PROYECTO DE GRADUACIÓN,2013,1S,"7,82"
ICQ00018,G,QUÍMICA GENERAL I ,2013,1S,"6,67"
ICQ00026,G,QUÍMICA GENERAL II ,2013,1S,"6,27"
ICQ00141,G,QUÍMICA ORGÁNICA,2013,1S,"6,37"
ICQ00216,G,QUÍMICA ANALÍTICA,2013,1S,"6,76"
ICQ00356,G,QUÍMICA,2013,1S,"6,83"
ICQ00471,G,CINÉTICA QUÍMICA ,2013,1S,"7,84"
ICQ00505,G,FÍSICO-QUÍMICA ,2013,1S,"7,22"
ICQ00547,G,IMPACTO AMBIENTAL DE PROYECTOS,2013,1S,"7,68"
ICQ00570,G,QUÍMICA GENERAL,2013,1S,"7,03"
ICQ00604,G,TERMODINÁMICA QUÍMICA ,2013,1S,"7,10"
ICQ00661,G,ANÁLISIS INSTRUMENTAL (INQ 2005),2015,1S,"6,15"
ICQ00679,G,CONTROL DE PROCESOS QUÍMICOS (INQ 2005),2013,1S,"8,40"
ICQ00695,G,TECNOLOGÍA QUÍMICA INDUSTRIAL ,2013,1S,"7,46"
ICQ00703,G,QUÍMICA AMBIENTAL (INQ 2005),2013,1S,"8,58"
ICQ00729,G,SIMULACIÓN DE PROCESOS ,2013,1S,"8,36"
ICQ00752,G,RECUBRIMIENTOS Y SOLVENTES (INQ 2005),2014,1S,"7,35"
ICQ00760,G,COMBUSTIBLES (INQ 2005),2013,1S,"7,82"
ICQ00778,G,QUÍMICA DE POLÍMEROS,2013,1S,"7,55"
ICQ00786,G,BALANCE DE MATERIA Y ENERGÍA,2013,1S,"6,88"
ICQ00794,G,QUÍMICA INORGÁNICA ,2013,1S,"7,30"
ICQ00851,G,"RESIDUOS SÓLIDOS, INDUSTRIALES Y MUNICIPALES",2013,1S,"8,30"
ICQ00877,G,TRATAMIENTOS DE AGUA ,2013,1S,"7,95"
ICQ01040,G,QUÍMICA ORGÁNICA II,2013,1S,"6,78"
ICQ01057,G,LAB.DE QUÍMICA ORGÁNICA II,2013,1S,"8,61"
ICQ01065,G,QUÍMICA Y REFINACIÓN DEL PETRÓLEO Y GAS,2013,1S,"7,55"
ICQ01073,G,LABORATORIO DE OPERACIONES UNITARIAS II,2013,1S,"9,11"
ICQ01099,G,INGENIERÍA DE LAS REACCIONES QUÍMICAS,2013,1S,"7,20"
ICQ01115,G,OPERACIONES UNITARIAS I,2013,1S,"7,78"
ICQ01123,G,LABORATORIO DE OPERACIONES UNITARIAS I,2013,1S,"8,25"
ICQ01131,G,OPERACIONES UNITARIAS II,2013,1S,"7,42"
ICQ01149,G,ESTADÍSTICA Y QUIMIOMETRÍA (INQ),2013,1S,"7,93"
ICQ01206,G,SEGURIDAD INDUSTRIAL Y MANEJO DE PRODUCTOS QUÍMICOS,2014,1S,"8,34"
ICQ01214,G,"GESTIÓN DE LA CALIDAD, EL AMBIENTE Y LA SEGURIDAD",2013,1S,"8,35"
ICQ01222,G,ECOLOGÍA Y EDUCACIÓN AMBIENTAL,2013,1S,"7,34"
IDIG1001,G,INGLÉS I,2017,1S,"7,46"
IDIG1002,G,INGLÉS II,2017,1S,"7,21"
IDIG1003,G,INGLÉS III,2017,1S,"7,26"
IDIG1004,G,INGLÉS IV,2017,1S,"7,11"
IDIG1005,G,INGLÉS V,2017,1S,"7,26"
IDIG1006,G,INGLÉS I,2020,0S,"7,16"
IDIG1007,G,INGLÉS II,2020,0S,"7,28"
IDIG1008,G,INGLÉS III,2020,0S,"7,62"
IDIG1009,G,INGLÉS IV,2020,0S,"7,53"
IDIG1010,G,INGLÉS V,2020,0S,"7,39"
IDIG1802,G,INGLÉS I,2024,0S,"6,87"
IDIG1806,G,INGLÉS II,2025,0S,"6,78"
IDIG2002,G,COMUNICACIÓN I,2016,1S,"6,98"
IDIG2003,G,COMUNICACIÓN II,2017,1S,"7,37"
IDIG2012,G,COMUNICACIÓN,2020,0S,"7,98"
IDIT3002,G,COMUNICACIÓN,2023,0S,"8,90"
IDIT3003,G,INGLÉS TÉCNICO I,2024,0S,"8,49"
IDIT3004,G,INGLÉS TÉCNICO II,2024,0S,"9,75"
INDG1001,G,ANÁLISIS Y RESOLUCIÓN DE PROBLEMAS I,2016,1S,"8,03"
INDG1021,G,HERRAMIENTAS ESTADÍSTICAS PARA LA CALIDAD,2017,1S,"7,03"
INDG1032,G,SISTEMAS INTEGRADOS DE GESTIÓN,2017,1S,"9,53"
INDG1033,G,ANÁLISIS Y RESOLUCIÓN DE PROBLEMAS,2020,0S,"8,46"
INDG1034,G,ANÁLISIS DE VALOR DE PRODUCTO,2020,0S,"8,35"
INDG1035,G,DISEÑO DE PLANTAS,2020,0S,"7,77"
INDG1037,G,GESTIÓN DE LA CADENA DE SUMINISTRO SOSTENIBLE,2020,0S,"7,50"
INDG1039,G,INGENIERÍA DE MÉTODOS,2020,0S,"8,02"
INDG1040,G,INTRODUCCIÓN A LA INGENIERÍA INDUSTRIAL,2020,0S,"7,94"
